,animal_id,bin_timestamp,latitude,longitude,record_type
238,16176001,6/4/2014 16:59,41.84615762,-82.85507202,interpolated
239,16176001,6/4/2014 19:59,41.8486897,-82.84954178,interpolated
240,16176001,6/4/2014 22:59,41.85130059,-82.8440788,interpolated
241,16176001,6/5/2014 1:59,41.85399601,-82.83868796,interpolated
242,16176001,6/5/2014 4:59,41.85669151,-82.83329695,interpolated
243,16176001,6/5/2014 7:59,41.85938708,-82.82790582,interpolated
244,16176001,6/5/2014 10:59,41.86,-82.82166877,interpolated
245,16176001,6/5/2014 13:59,41.86,-82.81518276,interpolated
246,16176001,6/5/2014 16:59,41.86,-82.80869676,interpolated
247,16176001,6/5/2014 19:59,41.86,-82.80221075,interpolated
248,16176001,6/5/2014 22:59,41.86,-82.79572474,interpolated
249,16176001,6/6/2014 1:59,41.86,-82.78923873,interpolated
250,16176001,6/6/2014 4:59,41.86,-82.78275272,interpolated
251,16176001,6/6/2014 7:59,41.86,-82.77626672,interpolated
252,16176001,6/6/2014 10:59,41.86,-82.76978071,interpolated
253,16176001,6/6/2014 13:59,41.86,-82.7632947,interpolated
254,16176001,6/6/2014 16:59,41.86,-82.75680869,interpolated
255,16176001,6/6/2014 19:59,41.86,-82.75032269,interpolated
256,16176001,6/6/2014 22:59,41.86,-82.74383668,interpolated
257,16176001,6/7/2014 1:59,41.86,-82.73735067,interpolated
258,16176001,6/7/2014 4:59,41.86,-82.73086466,interpolated
259,16176001,6/7/2014 7:59,41.86,-82.72437865,interpolated
260,16176001,6/7/2014 10:59,41.86,-82.71789265,interpolated
261,16176001,6/7/2014 13:59,41.86,-82.71140664,interpolated
262,16176001,6/7/2014 16:59,41.86,-82.70492063,interpolated
263,16176001,6/7/2014 19:59,41.86,-82.69843462,interpolated
264,16176001,6/7/2014 22:59,41.86,-82.69194861,interpolated
265,16176001,6/8/2014 1:59,41.86,-82.68546261,interpolated
266,16176001,6/8/2014 4:59,41.86,-82.6789766,interpolated
267,16176001,6/8/2014 7:59,41.86,-82.67249059,interpolated
268,16176001,6/8/2014 10:59,41.86,-82.66600458,interpolated
269,16176001,6/8/2014 13:59,41.86,-82.65951857,interpolated
270,16176001,6/8/2014 16:59,41.86,-82.65303257,interpolated
271,16176001,6/8/2014 19:59,41.86,-82.64654656,interpolated
272,16176001,6/8/2014 22:59,41.86,-82.64006055,interpolated
273,16176001,6/9/2014 1:59,41.86,-82.63357454,interpolated
274,16176001,6/9/2014 4:59,41.86,-82.62708853,interpolated
275,16176001,6/9/2014 7:59,41.86,-82.62060253,interpolated
276,16176001,6/9/2014 10:59,41.85913,-82.60905,detection
277,16176001,6/9/2014 10:59,41.86725,-82.60068,detection
278,16176001,6/9/2014 13:59,41.8745,-82.59323,detection
